...1;FuD.Key;Nr.;Verfasser;GND..Verfasser.;VIAF..Verfasser.;EmpfÌ_nger;GND..EmpfÌ_nger.;VIAF..EmpfÌ_nger.;Datierung..JJJJ.MM.TT.;Ausstellungsort;Geonames..Ausstellungsort.;Empfangsort;Geonames..Empfangsort.;Vorlage;VollstÌ_ndigkeit.des.Archivals;ErlÌ_uterung.UnvollstÌ_ndigkeit;Umfang.in.Seiten;Anfang.des.Briefes;Inhaltliche.Stichpunkte;Weitere.Personen;GND..Weitere.Personen.;VIAF..Weitere.Personen.;Orte;Geonames..Orte.;SchlagwÌ¦rter;Weitere_Pers1_genre;Weitere_Pers2_genre;Verfasser1_gender;Verfasser2_gender
8085;CdS-b1-086p;CdS/17/224;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1837-04-17;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;1;Il y a dÌ©jÌÊ quelque temps, cher frÌ¬re, que j‰Ûªai reÌ¤u ta lettre et que je voulais y rÌ©pondre;Dank fÌ_r Brief. Grippe-Erkrankung. Zeitweise kritischer Zustand ihres Enkels FÌ©lix weckt traurige Erinnerungen. Aufteilung der GÌ_ter unter den drei Enkeln. Alexandre in CompiÌ¬gne. Bitte um Nachrichten von Charles. Bevorstehende Abreise des SRD.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Francq, FÌ©lix, baron de; Francq, Alexandre de; ThÌ©is, Charles Constant de";"http://d-nb.info/gnd/1159074453; n/a; n/a; http://d-nb.info/gnd/117624365";"http://viaf.org/viaf/1847152636116120051820; n/a; n/a; http://viaf.org/viaf/794527";CompiÌ¬gne;https://www.geonames.org/3024066;Gesundheit/Krankheit;male;NA;Female;NA
8086;CdS-b1-086i;CdS/17/216-217;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1836-12-22;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Tu as sans doute appris, cher frÌ¬re, par Saint-Mars, que je suis ici depuis plus d‰Ûªun mois.;Ankunft in Paris. Freude auf Wiedersehen mit T. und seiner Familie. Gesundheit ihres Enkels FÌ©lix. Zufriedenheit mit Charles‰Ûª beruflicher Laufbahn.;"Francq, FÌ©lix, baron de; ThÌ©is, Charles Constant de; Saint-Mars, gÌ©nÌ©ral vicomte de (Bruder der SchwÌ_gerin der CdS)";"n/a; http://d-nb.info/gnd/117624365; n/a";"n/a; http://viaf.org/viaf/794527; n/a";NA;NA;NA;NA;male;Female;NA
8090;CdS-b1-087q;CdS/17/287-288;"Drais, Pierre (Vertrauensmann der CdS); Salm, Constance de (CdS)";"http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/116765968";"http://viaf.org/viaf/24156073846353862446; https://viaf.org/viaf/121051";ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1839-05-29;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Monsieur le baron, j‰Ûªai eu l‰Ûªhonneur de vous Ì©crire il y a deux jours pour vous donner des nouvelles;Schrittweise Besserung des Gesundheitszustandes der CdS. AnkÌ_ndigung der Zusendung einer neuen Schrift der CdS Ì_ber Mentelle. Anmerkung der CdS: Ihre neue Schrift Ì_ber Mentelle. ÌÏberarbeitung einer Ì_lteren Fassung. Beschwerliche Arbeit an dieser Schrift.;Mentelle, Edme;http://d-nb.info/gnd/100208878;http://viaf.org/viaf/76326269;NA;NA;CdS: Notice sur la vie et les Òuvres de Mentelle (1839);NA;NA;Male;Female
8091;CdS-b1-087s;CdS/17/289-290;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1839-06-09;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;2;ChÌ¬re sÒur, j'attendais avec inquiÌ©tude une lettre qui m'apprÌ¨t;"Brief der CdS; langsame Genesung. RÌ_t CdS zur Geduld und sich mit der Situation abzufinden. WetterumschwÌ_nge, die ihn belasten. Seine Gesundheit und sein Alter. Nachlassendes Sehen. LektÌ_re ihrer Schrift Ì_ber Mentelle. Lob desselben. Kann derzeit aus gesundheitlichen GrÌ_nden nicht nach Paris reisen. Bitte, ihn Ì_ber ihre Abreise auf dem Laufenden zu halten. Wohlergehen und Gesundheit seiner Familie. Freude an seinem Enkel.";"Drais, Pierre (Vertrauensmann der CdS); Saint-Cricq, Arthur de (Sohn der JosÌ©phine)";"http://d-nb.info/gnd/1188442287; n/a";"http://viaf.org/viaf/24156073846353862446; n/a";NA;NA;CdS: Notice sur la vie et les Òuvres de Mentelle (1839);male;male;Male;NA
8092;CdS-b1-088g;CdS/17/340-341;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1841-05-01;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;3;"ChÌ¬re sÒur, je rÌ©ponds ÌÊ tes deux lettres ensemble; la seconde me prouve que ta santÌ© est meilleure";Freude Ì_ber die Besserung von CdS. Wohlergehen und Alter. Muss die geplante Reise nach Paris wegen einer ErkÌ_ltung verschieben. Wetterumschwung und Auswirkungen auf seine Gesundheit. VerstÌ_ndnis fÌ_r die Traurigkeit Ì_ber das Verschwinden ihres Pariser Kreises. Tod von Alexandre Duval. Ruhiges und glÌ_ckliches Leben seiner Familie. SchÌ¦ne Briefe von Charles. Internat in Chaunay, wo ihr JÌ_ngster ist. Korrespondenz seiner Tochter mit der Familie Saint-Cricq, einschlieÌÙlich ihrem Ehemann Auguste, der weiterhin in Paris lebt. Wunsch, CdS zu sehen. GrÌ_ÌÙe.;"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; ThÌ©is, Charles Constant de; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette; Auguste, S.C.";"http://d-nb.info/gnd/104201088; http://d-nb.info/gnd/117624365; n/a; n/a";"http://viaf.org/viaf/100176929; http://viaf.org/viaf/794527; n/a; http://viaf.org/viaf/18013086";Chauny;https://www.geonames.org/3025860;Alter/Jugend;male;male;Male;NA
8093;CdS-b1-0884;CdS/17/315-316;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1840-07-05;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;2;ChÌ¬re sÒur, depuis que je t'ai quittÌ©e, je m'attends chaque jour ÌÊ recevoir;"Abreise der CdS aus Paris? Nimmt an, dass sie noch in Paris ist. Freude von Charles Ì_ber das Treffen mit SRD in Leipzig. Tod des KÌ¦nigs von PreuÌÙen. UnverÌ_nderte Reiseroute des SRD. Bitte um ihre Neuigkeiten. Ihr Wohlergehen nach der Reise? Besuch bei Devise [?] in Salency; dessen schlechter Gesundheitszustand. Seine nachlassende Sehkraft.";"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); ThÌ©is, Charles Constant de; Friedrich Wilhelm III., KÌ¦nig von PreuÌÙen; Hervilly de Devise, Monsieur d'";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/118535986; n/a";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/794527; http://viaf.org/viaf/774683; n/a";"Leipzig; Salency";"https://www.geonames.org/2879139; https://www.geonames.org/2976478";Alter/Jugend;male;male;Male;NA
8094;CdS-b1-088s;CdS/17/352-353;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1841-09-30;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;2;ChÌ¬re bonne soeur, j'Ì©tais un peu inquiet de n'avoir pas eu tes nouvelles;"Sorge um CdS nach ihrem Unfall. Ihr Brief hat ihn beruhigt. Freude Ì_ber ihr Wohlergehen. Sein und CdS'hohes Alter. Bedauern, dass ihre Eltern keine ebenso gute Gesundheit hatten. Genesung von ErkÌ_ltung. Hoffnung auf Wiedersehen mit CdS in Paris. Missmut Ì_ber Pariser Befestigungsanlage. Krach der KanonenschÌ_sse aus CompiÌ¬gne. Teure und sinnlose Angelegenheit, in seinen Augen. Neuigkeiten von Charles: ruhiges Leben in Warschau; VergnÌ_gungen der hohen PersÌ¦nlichkeiten; die BevÌ¦lkerung spielt keine Rolle in Polen. Polnische Einwanderer in der Gegend. Memoiren von Lafarge, die viele DummkÌ¦pfe schÌ_tzen. Seine gegenteilige Meinung.";"ThÌ©is, Marie Alexandre de (Vater der CdS); ThÌ©is, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Lafarge, Marie FortunÌ©e";"http://d-nb.info/gnd/123591031; n/a; http://d-nb.info/gnd/117573566";"http://viaf.org/viaf/63995993; n/a; http://viaf.org/viaf/9856058";NA;NA;"Alter/Jugend; Literarisches Geschehen/Neuerscheinung";female;female;Male;NA
8095;CdS-b1-087e;CdS/17/276-278;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1839-03-19;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;5;Il y a dÌ©jÌÊ bien longtemps, cher frÌ¬re, que je me propose de rÌ©pondre ÌÊ ta derniÌ¬re lettre;VerspÌ_tete Antwort wegen Krankheit. Brief an Charles. CdS‰Ûª Abneigung gegen alle Arten von Medikamenten. Wiederaufnahme der literarischen Arbeit des T. Hilfe durch Tochter JosÌ©phine. Deren poetische Begabung. CdS‰Ûª Vorhaben einer Gesamtausgabe ihrer Werke. Testamentsbestimmungen und T.s Vorbehalte dagegen. Krankheit des FÌ©lix, Erinnerung an Constants Tod. [Fortsetzung 1839-03-19 (sic):] Handschriftliche Bemerkungen der CdS. Noch immer keine Aussprache zwischen CdS und T. Wunsch nach einer intakten Beziehung zwischen beiden. GrÌ_ÌÙe auch von SRD.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Francq, FÌ©lix, baron de; Ladoucette, Jean Charles FranÌ¤ois, baron de; ThÌ©is, JosÌ©phine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/116643919; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/89245444; n/a";NA;NA;"Freundschaft; Tod/Trauer; Medizin/ Impfung";male;NA;Female;NA
8096;CdS-b1-0889;CdS/17/330-332;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1841-03-02;Paris;https://www.geonames.org/2988507;NA;NA;Original;vollstÌ_ndig;NA;4;Enfin, cher frÌ¬re, je commence ÌÊ me porter un peu moins mal;Langsame Besserung ihres Gesundheitszustandes. Niedergeschlagenheit. CdS in Begleitung des FÌ©lix, der rege am gesellschaftlichen Leben teilnimmt. Erwartung der Ankunft SRDs in Paris. CdS hat eine Nadel verschluckt. Besserung ihrer Beschwerden seit Ausscheiden der Nadel. [Handschriftliche Fortsetzung durch CdS 1841-02-18:] Dank fÌ_r seinen Brief. VerÌ_rgerung Ì_ber eine Bemerkung des T. Versicherung ihrer tiefen und aufrichtigen Zuneigung. AnkÌ_ndigung, den Rest des Briefs zu diktieren. [AngekÌ_ndigte Fortsetzung fehlt.];"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Francq, FÌ©lix, baron de; ThÌ©is, Charles Constant de";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/117624365";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/794527";NA;NA;Gesundheit/Krankheit;male;NA;Female;NA
8097;CdS-b1-087x;CdS/17/301-302;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1839-04-24;Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;NA;NA;Abschrift;vollstÌ_ndig;NA;2;ChÌ¬re bonne sÒur, je reÌ¤ois ÌÊ l'instant une lettre de Monsieur Drais qui me fait beaucoup de peine.;Kummer Ì_ber die erneute Krankheit der CdS. Langsames Genesen im Alter. Auch er schlÌ_gt sich noch mit einer ErkÌ_ltung herum. Kaltes Wetter im FrÌ_hling. Von Cloquet verschriebenes Arzneimittel. Hilfreiche Anwesenheit von SRD in Paris. Bitte um ihre Neuigkeiten. GrÌ_ÌÙe. Dank an Drais fÌ_r den kopierten Artikel.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Drais, Pierre (Vertrauensmann der CdS); Cloquet, Jules Germain (Arzt)";"http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/1188442287; http://d-nb.info/gnd/116546271";"http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/24156073846353862446; http://viaf.org/viaf/61623369";NA;NA;Alter/Jugend;male;male;Male;NA
8098;CdS-b1-089b;CdS/17/369-371;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1842-09-02;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;4;Nous avons reÌ¤u ces jours-ci, cher frÌ¬re, la lettre que tu as adressÌ©e ÌÊ FÌ©lix;Dank fÌ_r Brief, den T. an FÌ©lix geschrieben hat. Krankheit der CdS. CdS‰Ûª Abneigung gegen alle Arten von medizinischer Behandlung. Erleichterung, ihre Gesamtausgabe abgeschlossen und verÌ¦ffentlicht zu haben. T.s Wunsch nach Aufnahme ins Institut de France. Angebot ihrer Hilfe. Erleichterung der CdS, aufgrund ihrer Krankheit die Begegnung mit dem KÌ¦nigspaar und die zahlreichen Feiern zu diesem Anlass versÌ_umt zu haben. Positives Urteil Ì_ber FÌ©lix‰Ûª Ehefrau, die sich derzeit gemeinsam mit FÌ©lix in Dyck aufhÌ_lt. Zahlreiche weitgereiste Besucher. Bitte um Nachrichten, vor allem Ì_ber den Gesundheitszustand seiner Frau.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Francq, FÌ©lix, baron de; Francq, OzÌ©lie (AzÌ©lie), baronne de; Friedrich Wilhelm IV., KÌ¦nig von PreuÌÙen; Elisabeth Ludovika KÌ¦nigin von PreuÌÙen, geb. Prinzessin von Bayern; ThÌ©is, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS)";"http://d-nb.info/gnd/1159074453; n/a; n/a; http://d-nb.info/gnd/118535994; http://d-nb.info/gnd/118688634; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; n/a; http://viaf.org/viaf/172909814; http://viaf.org/viaf/15563745; n/a";"Aachen; KÌ¦ln; DÌ_sseldorf";"https://www.geonames.org/3247449; https://www.geonames.org/2886242; https://www.geonames.org/2934246";"CdS: Õuvres complÌ¬tes (1842); Gelehrte Gesellschaft; Medizin/ Impfung";male;NA;Female;NA
8099;CdS-b1-0894;CdS/17/364-365;ThÌ©is, Charles Constant de;http://d-nb.info/gnd/117624365;http://viaf.org/viaf/794527;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1842-03-12;Warschau;https://www.geonames.org/756135;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Ma chÌ¬re tante, voilÌÊ dÌ©jÌÊ si longtemps que je ne vous ai Ì©crit, que j‰ÛªÌ©prouve;Bedauern, nicht frÌ_her geschrieben zu haben. CdS in Paris. Charles‰Ûª Dienstposten in Warschau. Seine vorherige Verwendung [in Leipzig]. Bewunderung des Monsieur de Girard fÌ_r CdS. ZurÌ_ckgezogenes Leben der Princesse de [Lagandskik?]. GrÌ_ÌÙe an SRD von Graf Nesselrode, ursprÌ_nglich aus dem Rheinland, genesen von einer schweren Krankheit. Gesellschaftliches Leben in Warschau. Wunsch nach mehr freier Zeit zum Studium. GrÌ_ÌÙe an die Enkel und SRD.;"Girard, Joseph-FranÌ¤ois-Henri, chevalier de; Nesselrode, Graf von";"n/a; n/a";"http://viaf.org/viaf/76306516; n/a";NA;NA;"Gesellschaftliches Leben; Karriere/-fÌ¦rderung";NA;NA;Male;NA
8101;CdS-b1-0896;CdS/17/365-366;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Barbier, Louis-Nicolas;http://d-nb.info/gnd/116051930;http://viaf.org/viaf/32738691;NA;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Je pense, tout ÌÊ coup, Monsieur, qu‰Ûªayant Ì©tÌ© forcÌ©e, l‰ÛªannÌ©e passÌ©e, de quitter Paris avant d‰Ûªavoir fini;Zusendung eines Exemplars ihrer gesammelten Werke ohne Vorwort. Bitte, dieses Exemplar einigen BuchhÌ_ndlern vorzustellen. PS: Angelegenheit des Medaillon beim nÌ_chsten persÌ¦nlichen Treffen zu besprechen.;Drais, Pierre (Vertrauensmann der CdS);http://d-nb.info/gnd/1188442287;http://viaf.org/viaf/24156073846353862446;NA;NA;"Constance de Salm - Vermarktung; CdS: Õuvres complÌ¬tes (1842); Buchhandel/Verleger";male;NA;Female;NA
8102;CdS-b1-088z;CdS/17/359;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Mirault, Monsieur (Claude-FranÌ¤ois?, Mitglied des AthÌ©nÌ©e des arts);http://d-nb.info/gnd/1055576428;http://viaf.org/viaf/171243712;1841-11-30;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;unvollstÌ_ndig;Brief bricht mitten im Satz ab.;2;Depuis que je suis ici, Monsieur et Madame, Monsieur Drais qui a Ì©tÌ© vous voir plusieurs fois de ma part;AnkÌ_ndigung ihrer Ankunft in Paris, in Begleitung SRDs.;Drais, Pierre (Vertrauensmann der CdS);http://d-nb.info/gnd/1188442287;http://viaf.org/viaf/24156073846353862446;NA;NA;NA;male;NA;Female;NA
8107;CdS-b1-08at;CdS/31/004-007;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1824-08-20;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;7;Je reÌ¤ois ÌÊ l'instant, Monsieur, une lettre de M. Evelt;CdS erklÌ_rt ausfÌ_hrlich den Rechtsstreit, den sie mit den Erben der 2. Familie ihres frÌ_heren Ehemannes fÌ_r ihre Enkelkinder fÌ_hrt. Ihre Enkel stehen unter ihrer Vormundschaft. Es geht um eine Geldsumme von 20.000 Francs und weitere 100.000 Francs VermÌ¦genswerte, die ihren Enkeln zustehen sollen und die sie fÌ_r diese erstreiten will. Sie erlÌ_utert auch weitere Sachverhalte und FamilienverhÌ_ltnisse dazu. Sie fÌ_rchtet, dass ihr Name im Prozess in den Schmutz gezogen wird. CdS ist zufrieden, dass ihr Rechtsstreit nun in seinen HÌ_nden liegt und er auch mit den bisherigen AnwÌ_lten an anderen Orten, Evelt und Chambert, zusammenarbeitet.;"Pipelet, Jean-Baptiste; Evelt, Christian (Rechtsanwalt in DÌ_sseldorf); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours)";"n/a; http://d-nb.info/gnd/117736961; n/a; n/a";"https://viaf.org/viaf/188712285; http://viaf.org/viaf/54933372; n/a; n/a";NA;NA;Prozess/Gericht;NA;male;Female;NA
8154;CdS-b1-08it;CdS/31/113-114;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1828-05-20;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;vollstÌ_ndig;NA;3;Je reÌ¤ois ÌÊ l‰Ûªinstant, Monsieur, une lettre de mon frÌ¬re qui m‰Ûªannonce que Monsieur Garot lui a fait une visite;Hinweis des Garot, zitiert aus einem Brief des Bruders der CdS. Ratlosigkeit der CdS, Bitte um Hilfe des P. Bitte, sich in allen Belangen an den sehr kundigen Masselin, ihren Vertreter in Paris, zu wenden. Brief an LemaÌ¨tre.;"ThÌ©is, Alexandre Ìätienne Guillaume, baron de (Bruder der CdS); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Garot/Garrot, Monsieur (Notar in Coucy); Pipelet de Montizeaux, Emilie Marie (SchwÌ_gerin von Jean-Baptiste Pipelet)";"http://d-nb.info/gnd/120564734; n/a; n/a; n/a";"http://viaf.org/viaf/32148970; n/a; n/a; n/a";NA;NA;"Wirtschaft/Finanzen; Prozess/Gericht";male;NA;Female;NA
8155;CdS-b1-08im;CdS/31/035-037;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1825-09-13;Dyck (Schloss), Gde. JÌ_chen;https://www.geonames.org/2894637;NA;NA;Abschrift;NA;NA;5;J'ai fait partir ce matin une lettre pour vous, Monsieur;ÌÏber die NichtzustÌ_ndigkeit des Gerichts in Tours, Ì_ber die Kosten eines mÌ¦glichen Berufungsverfahrens, Ì_ber die Erbschaft ihrer Enkelkinder, Ì_ber die Angst ihren guten Ruf zu verlieren, Ì_ber die damalige Trennung von Pipelet.;"Pipelet, Jean-Baptiste; Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Francq, drei Enkel der CdS";"n/a; n/a; n/a";"https://viaf.org/viaf/188712285; n/a; n/a";Tours;https://www.geonames.org/2972191;Prozess/Gericht;NA;NA;Female;NA
8156;CdS-b1-08iy;CdS/31/130-131;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1829-05-11;Paris;https://www.geonames.org/2988507;NA;NA;Abschrift;vollstÌ_ndig;NA;3;Au moment oÌ_ ma derniÌ¬re lettre venait de partir j‰Ûªai reÌ¤u celle que vous m‰Ûªavez Ì©crite;CdS‰Ûª neue Schrift Ì_ber die Situation der Frau in einer republikanischen Staatsform. Gutachten des Berville. Offensichtlicher materieller Wohlstand ihrer Gegner, der Erben Pipelet. Bitte um Antwort.;"Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Dupin, Monsieur; Berville, Saint-Albin; Dufour, Monsieur (Jurist)";"n/a; n/a; n/a; http://d-nb.info/gnd/123728851; n/a";"n/a; n/a; n/a; http://viaf.org/viaf/46869684; n/a";NA;NA;"Emanzipation/Frau; Prozess/Gericht";NA;NA;Female;NA
8158;CdS-b1-08ir;CdS/31/111-112;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Pailliet, Jean Baptiste Joseph (Anwalt der CdS in OrlÌ©ans, um 1829);http://d-nb.info/gnd/121286169;http://viaf.org/viaf/17555308;1828-02-14;NA;NA;NA;NA;Abschrift;vollstÌ_ndig;NA;2;Voici, Monsieur, le pouvoir que vous avez demandÌ© ÌÊ mon mari, plus une lettre et une note de Monsieur Masselin;Zusendung einer Vollmacht des SRD und eines Schreibens von Masselin. Schwieriger Kontakt mit Chambert. Kennenlernen SRDs mit P.;"Salm-Reifferscheidt-Dyck, Joseph FÌ_rst und Altgraf zu (SRD); Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Pipelet, Kinder des verstorbenen Ex-Manns von CdS aus zweiter Ehe; Chambert, Monsieur (Anwalt CdS' in Tours)";"http://d-nb.info/gnd/1159074453; n/a; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; n/a; n/a";NA;NA;"Wirtschaft/Finanzen; Prozess/Gericht";male;NA;Female;NA
