"";"id";"main_num";"Nr.";"Verfasser";"Verfasser_1genre";"Verfasser_2genre";"Empfänger";"Datierung..JJJJ.MM.TT.";"Ausstellungsort";"Umfang.in.Seiten";"Anfang.des.Briefes";"Weitere.Personen";"Orte";"Schlagwörter"
"195";315;"main1";"CdS/02_1/133";"Salm, Constance de (CdS)";"Female";"Female";"Duchosal, Marie-Émile-Guillaume";NA;"Paris";1;"Venez Duchosal, / Du plaisir rival, / Venez au régal / Nullement frugal / Encor moins banal";NA;NA;"Gesellschaftliches Leben"
"196";316;"main1";"CdS/02_1/123";"Salm, Constance de (CdS)";"Female";"Female";"Picard, Louis-Benoît";1802-01-17;NA;1;"Monsieur, un désaveu passe, une pièce reste;";NA;NA;"Literarisches Geschehen/Neuerscheinung; Theater"
"197";318;"main1";"CdS/02_1/170-172";"Salm, Constance de (CdS)";"Female";"Female";"Laya, Jean-Louis";1808-07-12;"Dyck (Schloss), Gde. Jüchen";2;"Recevez, Monsieur, mon compliment sur l’heureuse délivrance de Madame votre épouse.";"Delrieu, Étienne-Joseph-Bernard; Laya, Aglaé, in zweiter Ehe Comte";"Paris";"Literarisches Geschehen/Neuerscheinung; Gesundheit/Krankheit"
"198";321;"main1";"CdS/02_1/156-157";"Salm, Constance de (CdS)";"Female";"Female";"Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy";1807-04-20;"Paris";2;"J’ai lu le bon ouvrage que vous m’avez envoyé, Monsieur et ancien ami, et j’y ai reconnu sans peine";NA;NA;"Briefpartner/Werk"
"199";325;"main1";"CdS/02_1/154";"Salm, Constance de (CdS)";"Female";"Female";"Amalric, François de Sales";NA;NA;1;"Aimer pour la vie, est fort doux, / J’en reçois l’aimable assurance: / Mais le cœur, soit dit entre nous, / se refroidit";NA;NA;"Freundschaft"
"200";327;"main2";"CdS/02_2/237";"Salm, Constance de (CdS)";"Female";"Female";"Prous, Henry";1820-05-20;NA;1;"Je suis fâchée de ce que vous vous êtes roidi";"Kopp, Frau; Hompesch, Familie von; Kopp, Louise";NA;NA
"201";328;"main2";"CdS/02_2/257";"Salm, Constance de (CdS)";"Female";"Female";"Prous, Henry";1821-06-07;"Dyck (Schloss), Gde. Jüchen";1;"J’envoie chez Madame de Dorth, mon cher voisin, et je veux vous dire un mot en passant.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Hompesch, Familie von; Dorth, Frau von; Loison, Aimée-Anne-Marguerite-Henriette, comtesse de, geb. Prous (Schwester von Henry Prous); Locquenghien, Familie von";"Düsseldorf";NA
"202";329;"main2";"CdS/02_2/067";"Salm, Constance de (CdS)";"Female";"Female";"Prous, Henry";1816-09-18;"Dyck (Schloss), Gde. Jüchen";1;"Seriez-vous assez bon, Monsieur, pour remettre à la chère Louise le morceau de gros de Naples";"Kopp, Hermann; Kopp, Louise; Scheben, Herr (Hausangestellter)";"Köln; Krefeld; Brabant; Neapel";"Frankreich - Politik"
"203";333;"main2";"CdS/02_3/091-092";"Salm, Constance de (CdS)";"Female";"Female";"Barbier, Antoine-Alexandre";1825-02-09;"Dyck (Schloss), Gde. Jüchen";3;"Je ne puis vous dire, Monsieur et ami, à quel point je suis confuse de mon long silence.";"Dahmen, Ida, verh. Mengelbier; Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Lémontey, Pierre-Édouard; Jullien de Paris, Marc-Antoine; Gall, Dr. Franz Joseph; Simon(s), Mademoiselle; Césarini, Jacques-Auguste-Vié de; Jomard, Jeanne Marguerite, geb. Bonin";NA;"CdS: Sur Girodet (1825); Briefpartner/Werk; Constance de Salm - Rezeption; Landleben/Provinzleben; Gesundheit/Krankheit"
"204";334;"main2";"CdS/02_3/072-073";"Salm, Constance de (CdS)";"Female";"Female";"Barbier, Antoine-Alexandre";1824-06-27;"Dyck (Schloss), Gde. Jüchen";3;"Je suis encore si peu remise de ma dernière crise, Monsieur et ami, qu’il m’est impossible";"Amalric, François de Sales; Tissot, Pierre-François; Drais, Pierre (Vertrauensmann der CdS); Pillet, Fabien; Huard, E. (""""""""Avocat aux conseils du roi et à la cour de cassation"""""""" und Begründer eines """"""""Cercle des arts"""""""" 1823); Césarini, Jacques-Auguste-Vié de; Barbier, Madame; Désarnaud; Madame (Vermieterin der CdS 1824?)";NA;"Wohnen/Haushalt; CdS: 24 heures (1824); Constance de Salm - Rezeption; CdS: Épître à un honnête homme (1820)"
"205";336;"main2";"CdS/02_3/085";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1824-10-15;"Paris";1;"J’ai vu hier Jullien à qui j’ai parlé, Monsieur le Baron, pour mettre un article dans sa Revue";"Jullien de Paris, Marc-Antoine";NA;"Wohnen/Haushalt; Briefpartner/Werk"
"206";337;"main2";"CdS/02_3/067";"Salm, Constance de (CdS)";"Female";"Female";"Buchon, Monsieur";1824-05-13;"Paris";1;"Ma première intention ayant été, comme je l’ai dit à Monsieur Buchon, de lui donner un exemplaire";NA;NA;"CdS: 24 heures (1824)"
"207";340;"main2";"CdS/02_3/097";"Salm, Constance de (CdS)";"Female";"Female";"Friedrich Wilhelm III., König von Preußen";1825-02-25;"Dyck (Schloss), Gde. Jüchen";1;"Sire, le petit ouvrage que je prends la liberté de joindre à cette lettre est le premier";NA;NA;"CdS: Sur Girodet (1825)"
"208";342;"main2";"CdS/02_3/112";"Salm, Constance de (CdS)";"Female";"Female";"Barbier, Antoine-Alexandre";1825-04-25;"Dyck (Schloss), Gde. Jüchen";2;"Madame la Princesse qui a reçu votre dernière lettre, Monsieur, et qui est fort occupée";"Lémontey, Pierre-Édouard; Courier de Méré, Paul-Louis; Renouard, Jules; Buchon, Monsieur";NA;"CdS: 24 heures (1824); CdS: Sur Girodet (1825); Constance de Salm - Rezeption"
"209";343;"main2";"CdS/02_3/115-116";"Salm, Constance de (CdS)";"Female";"Female";"Barbier, Antoine-Alexandre";1825-05-18;"Dyck (Schloss), Gde. Jüchen";3;"Je ne puis vous dire, Monsieur et ami, combien j’ai été touchée de la perte que vous venez de faire";"Bonaparte, Pauline, verh. Borghese; Denon, Dominique Vivant, baron; Drais, Pierre (Vertrauensmann der CdS); Courier de Méré, Paul-Louis; Maison, général, später maréchal Nicolas Joseph; Barbier, Madame";NA;"Tod/Trauer; CdS: Édition générale bzw. oeuvres choisies (Publikationsvorhaben ab 1825)"
"210";344;"main2";"CdS/02_3/118-119";"Salm, Constance de (CdS)";"Female";"Female";"Lantier, Étienne-François de";1825-04-23;"Dyck (Schloss), Gde. Jüchen";3;"Je reçois votre lettre, mon cher Anténor, et je ne veux pas tarder à vous répondre; je suis à la campagne";"Clavier, Esther (Siehe Courier); Girodet-Trioson, Anne-Louis, eigentl. Girodet de Roussy; Denon, Dominique Vivant, baron; Francq, Constant de; Dufresnoy, Adélaïde-Gillette, geb. Billet; Courier de Méré, Paul-Louis";NA;"CdS: Sur Girodet (1825); Briefpartner/Werk; Alter/Jugend; Literarisches Geschehen/Neuerscheinung; Deutschland - Wahrnehmung; Tod/Trauer; Romantik; CdS: Épître à un vieil auteur (1809)"
"211";345;"main2";"CdS/02_3/134-135";"Salm, Constance de (CdS)";"Female";"Female";"Duval, Amaury, eigentl. Charles-Alexandre-Amaury Pineux";1825-12-10;"Aachen";2;"J’apprends à l’instant, Monsieur et ami, la mort du bon Barbier, et ce triste événement ajoute au désir";"Raboteau, Pierre Paul ; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Francq, Louis Bernard, baron de; Drais, Pierre (Vertrauensmann der CdS); Bergeon, Madame P.; Duval, Mademoiselle (Tochter Amaury Duvals)";"Aachen";"Wohnen/Haushalt; Briefpartner/Werk; Tod/Trauer"
"212";347;"main2";"CdS/02_3/143-144";"Salm, Constance de (CdS)";"Female";"Female";"Révéroni, Jacques-Antoine, baron de Saint-Cyr";1826-02-24;"Paris";2;"J’étais encore si faible et si souffrante lorsque votre aimable envoi m’est arrivé, Monsieur le Baron, qu’il m’a été";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD)";NA;"CdS: 24 heures (1824); CdS: Sur Girodet (1825); Briefpartner/Werk; Constance de Salm - Rezeption; Gesundheit/Krankheit"
"213";348;"main2";"CdS/02_3/126-127";"Salm, Constance de (CdS)";"Female";"Female";"Löwenhielm, Jacquette Gräfin";1825-08-18;"Dyck (Schloss), Gde. Jüchen";2;"J’apprends à l’instant, Madame la baronne [sic], par le jeune comte de Hompesch que vous partez demain";"Desideria Bernadotte, Königin von Schweden und Norwegen, geb. Clary, Bernardine Eugénie Désirée";NA;NA
"214";349;"main2";"CdS/02_3/130";"Salm, Constance de (CdS)";"Female";"Female";"Ritz, Wilhelm";1825-10-18;"Dyck (Schloss), Gde. Jüchen";1;"Je veux, Monsieur, vous apprendre moi-même que j’arriverai bientôt dans votre cité.";NA;"Düsseldorf";"Landleben/Provinzleben; Reise/Mobilität"
"215";352;"main2";"CdS/02_3/180-181";"Salm, Constance de (CdS)";"Female";"Female";"Laya, Aglaé, in zweiter Ehe Comte";1827-03-14;"Paris";2;"Il me sera bien impossible d’aller chez vous, ce soir, ma très belle, et je veux vous le dire moi-même.";"Laya, Jean-Louis; Jomard, Jeanne Marguerite, geb. Bonin";NA;"Briefpartner/Werk; Constance de Salm - Rezeption"
"216";353;"main2";"CdS/02_3/188-189";"Salm, Constance de (CdS)";"Female";"Female";"Friedrich Wilhelm III., König von Preußen";1827-05-12;"Dyck (Schloss), Gde. Jüchen";2;"Sire, la petite brochure que je prends la liberté de joindre à cette lettre est une bien faible partie d’un très grand ouvrage";NA;NA;"CdS: Des Allemands comparés aux Français (1826?); Deutschland - Wahrnehmung; Emanzipation/Frau; Erziehung/Pädagogik"
"217";354;"main2";"CdS/02_3/190-192";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1827-05-20;"Dyck (Schloss), Gde. Jüchen";4;"J’ai reçu vos deux lettres, Monsieur, et je vous en fais tous mes remerciments [sic].";"Francq, Constant de; Drais, Pierre (Vertrauensmann der CdS); Francq, drei Enkel der CdS";"Brüssel";"Adel; Landleben/Provinzleben; Erziehung/Pädagogik"
"218";355;"main2";"CdS/02_3/148";"Salm, Constance de (CdS)";"Female";"Female";"Jullien de Paris, Marc-Antoine";1826-06-26;"Dyck (Schloss), Gde. Jüchen";2;"J’avais commencé une lettre pour vous, Monsieur, en réponse à votre avant-dernière.";"Drais, Pierre (Vertrauensmann der CdS); Henrichs, Mademoiselle; Berr / Behr, Michel; Henrichs, Madame";"Bonn";"Constance de Salm - Vermarktung; CdS: Stances sur le romantique et la vieille école (1824); CdS: Sur Girodet (1825); CdS: Des Allemands comparés aux Français (1826?); Universität; CdS: Épître aux femmes (1797); CdS: À ma pendule qui s’est arrêtée (1819?); Wissenschaft; Presse"
"219";356;"main2";"CdS/02_3/161-162";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1826-10-05;"Dyck (Schloss), Gde. Jüchen";3;"Je viens de recevoir votre lettre, Monsieur, je l’ai lue avec la plus grande attention et je me hâte de vous répondre.";"Francq, Constant de; Maison, Familie; Gillette, Monsieur";NA;"Wohnen/Haushalt; Wirtschaft/Finanzen; Erziehung/Pädagogik; Familie/Familienrecht"
"220";357;"main2";"CdS/02_3/151-152";"Salm, Constance de (CdS)";"Female";"Female";"Marron, Paul-Henri";1826-07-27;"Dyck (Schloss), Gde. Jüchen";3;"J’ai reçu hier votre très aimable lettre, Monsieur, et je me hâte de vous répondre un mot pour vous rassurer sur ma santé";"Breguet, Abraham Louis (?); Lémontey, Pierre-Édouard";"Dresden";"CdS: Des Allemands comparés aux Français (1826?); Freundschaft; Tod/Trauer"
"221";358;"main2";"CdS/02_3/186";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1827-04-10;"Paris";1;"La grande gaîté de Madame Dauriat m’a fait oublier hier soir, mon cher voisin, de vous engager à passer encore un jour avec moi";"Dauriat, Louise";NA;"Gesellschaftliches Leben"
"222";359;"main2";"CdS/02_3/198-199";"Salm, Constance de (CdS)";"Female";"Female";"Ponce, Nicolas";1827-07-30;"Dyck (Schloss), Gde. Jüchen";2;"J’apprends à l’instant, mon ancien ami, la justice qui vient de vous être rendue, et j’empresse de vous en féliciter.";"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux; Laya, Aglaé, in zweiter Ehe Comte; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Drais, Pierre (Vertrauensmann der CdS); Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";NA;"Gesellschaftliches Leben"
"223";361;"main2";"CdS/02_3/169";"Salm, Constance de (CdS)";"Female";"Female";"Ladoucette, Jean Charles François, baron de";1827-01-16;"Paris";1;"Venez, à nos désirs propice / Avec de vieux amis de vous voir enchantés / Manger aile, pied…";NA;NA;NA
"224";362;"main2";"CdS/02_3/216-217";"Salm, Constance de (CdS)";"Female";"Female";"Marron, Paul-Henri";1827-11-13;"Aachen";3;"Je me hâte de vous dire, Monsieur, que me voilà à Aix-la-Chapelle et que je viens d’y recevoir la dernière lettre que vous m’avez écrite.";"Villenave, Mathieu-Guillaume-Thérèse";"Aachen; Brüssel; Kongo";"Pressefreiheit/Zensur; Literarisches Geschehen/Neuerscheinung; Griechenland - Politik"
"225";363;"main2";"CdS/02_3/226-227";"Salm, Constance de (CdS)";"Female";"Female";"Laya, Aglaé, in zweiter Ehe Comte";1827-12-31;"Paris";2;"J’ai éprouvé une bien agréable surprise, ma très belle, en recevant l’ouvrage que vous venez de publier.";"Laya, Jean-Louis; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Auger, Louis Simon; Jomard, Edme François; Jomard, Jeanne Marguerite, geb. Bonin";NA;"Weibliche Autorschaft; Briefpartner/Werk"
"226";364;"main2";"CdS/02_3/211-212";"Salm, Constance de (CdS)";"Female";"Female";"Duval, Alexandre, eigentl. Alexandre-Vincent Pineux";1827-08-02;"Dyck (Schloss), Gde. Jüchen";4;"Je vois bien que j’ai soixante ans / Quand j’ignorais encor les outrages du temps / quand j‘étais jeune, agréable, brillante / On recueillait…";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Gauthier (= Lacroix Gauthier?); Maison, général, später maréchal Nicolas Joseph";"Aachen";"Wohnen/Haushalt; Briefpartner/Werk; Deutschland - Wahrnehmung"
"227";365;"main2";"CdS/02_3/234";"Salm, Constance de (CdS)";"Female";"Female";"Auger, Louis Simon";NA;"Paris";1;"Je retrouve mon éloge de Lalande dont j’ai parlé à Monsieur Auger, et je me fais un plaisir de le lui offrir.";"Auger, Madame (Ehefrau des Louis Simon)";NA;"CdS: Épître à un honnête homme (1820); CdS: Éloge historique de M. de Lalande (1810)"
"228";367;"main2";"CdS/02_3/252";"Salm, Constance de (CdS)";"Female";"Female";"Andrieux, François";1828-04-18;"Paris";1;"Monsieur Berville s’était chargé hier d’engager Monsieur Andrieux de la part du Prince et de la Princesse de Salm";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Berville, Saint-Albin";NA;NA
"229";368;"main2";"CdS/02_3/242";"Salm, Constance de (CdS)";"Female";"Female";"Jullien de Paris, Marc-Antoine";NA;"Paris";1;"Je reçois à l’instant un mot de Monsieur Villenave, Monsieur, qui me dit qu’il vous remettra demain mon article.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Villenave, Mathieu-Guillaume-Thérèse";NA;"Constance de Salm - Vermarktung; Constance de Salm - Rezeption; CdS: Épître sur l’esprit et l’aveuglement du siècle (1828)"
"230";369;"main2";"CdS/02_3/238";"Salm, Constance de (CdS)";"Female";"Female";"Jaquotot, Marie-Victoire";1828-03-14;"Paris";1;"Je suis fort sensible, Madame, à tout ce que vous me dites d’obligeant.";"Jullien de Paris, Marc-Antoine";NA;NA
"231";370;"main2";"CdS/02_3/235";"Salm, Constance de (CdS)";"Female";"Female";"Cooper, James Fenimore";1828-02-11;"Paris";1;"La Princesse de Salm rappelle à Monsieur Cooper qu’il lui a promis de dîner chez elle jeudi et de s’inscrire sur son album.";NA;NA;NA
"232";371;"main2";"CdS/02_3/273-274";"Salm, Constance de (CdS)";"Female";"Female";"Jullien de Paris, Marc-Antoine";1828-06-24;"Dyck (Schloss), Gde. Jüchen";3;"Je me hâte, Monsieur, de vous dire que je viens de recevoir votre numéro 2, mais que je n’ai pas entendu parler du numéro 1.";"Villenave, Mathieu-Guillaume-Thérèse; Friedrich Wilhelm III., König von Preußen; Charles X, König von Frankreich";"Düsseldorf";"Pressefreiheit/Zensur; Frankreich - Politik; Constance de Salm - Rezeption; Deutschland - Politik; Ehe/Liebe; Familie/Familienrecht"
"233";372;"main2";"CdS/02_3/271-272";"Salm, Constance de (CdS)";"Female";"Female";"Ponce, Nicolas";1828-06-03;"Dyck (Schloss), Gde. Jüchen";3;"Je n’ai pu encore vous donner de mes nouvelles, Monsieur et ancien ami, premièrement parce que j’ai fait un séjour à Bruxelles";"Francq, Constant de; Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts); Francq, drei Enkel der CdS; Ponce, Madame";NA;"Frankreich - Politik; Constance de Salm - Rezeption; CdS: Épître sur l’esprit et l’aveuglement du siècle (1828); Deutschland - Politik"
"234";373;"main2";"CdS/02_3/261-262";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1828-05-03;"Brüssel";2;"Je veux, Monsieur, vous écrire un mot, c’est un besoin pour moi de dire à ceux que je voyais souvent à Paris où j’en suis de mon voyage";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Constant de";NA;"Constance de Salm - Rezeption; CdS: Épître sur l’esprit et l’aveuglement du siècle (1828)"
"235";374;"main2";"CdS/02_3/256";"Salm, Constance de (CdS)";"Female";"Female";"Anglemont, Edouard d'";1828-04-20;"Paris";1;"Étant sur le point de partir pour la campagne, Monsieur, je suis tellement accablée de visites et de petits devoirs de société";"Montémont, Albert";NA;"Briefpartner/Werk; Constance de Salm - Rezeption; CdS: Épître sur l’esprit et l’aveuglement du siècle (1828)"
"236";375;"main2";"CdS/02_3/268";"Salm, Constance de (CdS)";"Female";"Female";"Friedrich Wilhelm III., König von Preußen";1828-05-28;"Dyck (Schloss), Gde. Jüchen";2;"Sire, j’ai l’honneur d’offrir à Votre Majesté la nouvelle Épître dont j’ai pris la liberté de lui parler et dont le sujet";NA;NA;"CdS: Épître sur l’esprit et l’aveuglement du siècle (1828)"
"237";376;"main2";"CdS/02_3/293-294";"Salm, Constance de (CdS)";"Female";"Female";"Villenave, Mathieu-Guillaume-Thérèse";1828-09-20;"Dyck (Schloss), Gde. Jüchen";3;"Je ne sais, Monsieur, si vous m’en voulez de mon long silence, mais je m’en veux à moi-même";"Villenave, Théodore; Miollis, Sextius Alexandre François de; Maison, Joséphine (Tochter des Nicolas Joseph, +1828/1829); Francq, drei Enkel der CdS; Maison, général, später maréchal Nicolas Joseph";"Aachen; Brüssel";"Wohnen/Haushalt; Gelehrte Gesellschaft; CdS: Correspondance (Editionsvorhaben); Landleben/Provinzleben"
"238";377;"main2";"CdS/02_3/307-308";"Salm, Constance de (CdS)";"Female";"Female";"Boucharlat, Jean-Louis";1828-10-10;"Dyck (Schloss), Gde. Jüchen";3;"Je ne puis vous dire assez, Monsieur, combien je suis reconnaissante de tous les souvenirs que vous me rendez.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts); Paillet, Julien, gen. Paillet de Plombières (Schriftsteller); Francq, drei Enkel der CdS";"Aachen";"Gelehrte Gesellschaft; Constance de Salm - Rezeption"
"239";378;"main2";"CdS/02_3/280-281";"Salm, Constance de (CdS)";"Female";"Female";"Mirault, Monsieur (Claude-François?, Mitglied des Athénée des arts)";1828-07-23;"Dyck (Schloss), Gde. Jüchen";2;"Il y a déjà fort longtemps, Monsieur, que je me propose de vous répondre, mais je me suis trouvée si accablée";"Ponce, Nicolas; Vien, Rose Céleste, geb. Bache; Berr / Behr, Michel";NA;"Weibliche Autorschaft; Gelehrte Gesellschaft"
"240";379;"main2";"CdS/02_3/288";"Salm, Constance de (CdS)";"Female";"Female";"Maison, Joseph, vicomte (Sohn des Nicolas Joseph)";1828-08-11;"Dyck (Schloss), Gde. Jüchen";2;"Je ne veux point, Monsieur, laisser partir une lettre que je viens d‘écrire au Général sans vous faire mon compliment";"Maison, Eugène, vicomte (Sohn des Nicolas Joseph)";"Russland; Griechenland; Türkei";"Militär; Krieg/Konflikt; Nationalismus"
