;FuD-Key;letzte Änderung;Dokumenttyp;URL;Nr.;Verfasser;GND (Verfasser);VIAF (Verfasser); Empfänger;GND (Empfänger);VIAF (Empfänger);Datierung (JJJJ-MM-TT);Alternative Datierung;Ausstellungsort;Geonames (Ausstellungsort);Empfangsort;Geonames (Empfangsort);Vorlage;Vollständigkeit des Archivals;Erläuterung Unvollständigkeit;Umfang in Seiten;Anfang des Briefes;Inhaltliche Stichpunkte;Weitere Personen;GND (Weitere Personen);VIAF (Weitere Personen);Orte;Geonames (Orte);Schlagwörter;Editionen;Vermerk;Bestand;Verweise;Digitalisate: Dateiname (Signatur);Zitierempfehlung
8072;CdS-b1-084x;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10827;CdS/17/104-105;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1832-12-30;;Limoges;https://www.geonames.org/2998286;;;Abschrift;vollständig;;3;Chère sœur, tu avais annoncé à ma fille, il y a déjà quelque temps,;Ausbleibende Neuigkeiten von CdS. Bewegtes Jahrhundert. Alter. Ts Position macht ihm im Alter zu schaffen. Angenehme Landschaft, Freunde. Knappes Budget. Ts Gesundheitszustand. Inspektion der Nationalgarde des Departements. Merkwürdige Bräuche im Limousin.;"Louis-Philippe Ier, König der Franzosen; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/11864064X; n/a";"http://viaf.org/viaf/55392984; n/a";;;Alter/Jugend;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5985);"CdS-b1-084x-0.jpg (CdS/17/104); CdS-b1-084x-1.jpg (CdS/17/105)";CdS/17/104-105. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10827.
10624;CdS-b1-084y;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10828;CdS/17/106-107;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1833-04-02;;Limoges;https://www.geonames.org/2998286;;;Abschrift;vollständig;;2;Chère sœur, mon fils Charles m'apprend que tu es atteinte d'une de ces fièvres bilieuses;Erkrankung der CdS (Gallenfieber). Bitte um Nachricht durch Constant, da Charles nach Aventure reisen wird. Ts angegriffener Gesundheitszustand. Warten auf den Frühling. Ermüdendes Briefeschreiben im Rahmen seiner Position.;"Francq, Constant de; Théis, Charles Constant de";"n/a; http://d-nb.info/gnd/117624365";"n/a; http://viaf.org/viaf/794527";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5986);"CdS-b1-084y-0.jpg (CdS/17/106); CdS-b1-084y-1.jpg (CdS/17/107)";CdS/17/106-107. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10828.
5521;CdS-b1-084z;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10829;CdS/17/107-108;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1833-04-27;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;3;J’ai remis de jour en jour, cher frère, à te donner de mes nouvelles quoique je sois, comme on dit, en pleine convalescence. ;Schrittweise Genesung der CdS nach Krankheit. Klage, keine Nachrichten von T. und seiner Familie zu erhalten. Reise des Charles nach Aventure? Aussprache mit Ehemann der Joséphine? PS: Große Unterstützung durch Enkel und Angestellte während ihrer Krankheit. Abwesenheit des SRD. Zufriedenheit der CdS über die erfreuliche Entwicklung ihrer Enkel, vor allem des Constant.;"Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Théis, Charles Constant de; Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a; n/a; http://d-nb.info/gnd/117624365; n/a";"n/a; n/a; n/a; http://viaf.org/viaf/794527; n/a";;;"Alter/Jugend; Gesundheit/Krankheit; Familie/Familienrecht";;;Schloss Dyck;;"CdS-b1-084z-0.jpg (CdS/17/107); CdS-b1-084z-1.jpg (CdS/17/108)";CdS/17/107-108. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10829.
10625;CdS-b1-0850;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10830;CdS/17/109-110;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1833-05-12;;Limoges;https://www.geonames.org/2998286;;;Abschrift;vollständig;;3;Chère sœur, ta lettre m'a fait le plus grand plaisir et surtout le petit mot que ;Freude über Brief der CdS. Genesung der CdS und Bitte des T., sich zu schonen. Wetter. Gesundheitszustand der Familie. T. ist seit drei Jahren Präfekt. Seine Zufriedenheit mit der Stadt Limoges. Ts Wunsch, seine Heimat zu besuchen. Seine Finanzen. Zufriedenheit, wie weit er und CdS es in diesem bewegten Jahrhundert gebracht haben. Ausweisung eines Störenfrieds [der Mann der Tochter] aus seinem Haus.;"Théis, Charles Constant de; Ladoucette, Jean Charles François, baron de";"http://d-nb.info/gnd/117624365; http://d-nb.info/gnd/116643919";"http://viaf.org/viaf/794527; http://viaf.org/viaf/89245444";Limoges;https://www.geonames.org/2998286;;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5987);"CdS-b1-0850-0.jpg (CdS/17/109); CdS-b1-0850-1.jpg (CdS/17/110)";CdS/17/109-110. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10830.
5522;CdS-b1-0851;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10831;CdS/17/118;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1833-07-11;;Limoges;https://www.geonames.org/2998286;;;Abschrift;vollständig;;1;"Chère sœur, nous sommes au désespoir; le coup qui t’a blessée si cruellement, vient de nous frapper. ";Freitod des ältesten Sohns Adolphe. Verzweiflung. Adolphes Krankheit. Seine Liebe zu einer Frau und Ts Einverständnis zur Heirat trotz der Überzeugung, dass die Verbindung nicht passend sei. Adolphes Entschluss zum Freitod. Schmerz und Verzweiflung bei den Angehörigen. CdS’ ähnliche Erfahrung.;Théis, Adolphe de;;;;;Tod/Trauer;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/9948);CdS-b1-0851-0.jpg (CdS/17/118);CdS/17/118. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10831.
9360;CdS-b1-0852;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10832;CdS/17/119-120;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1833-07-14;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;2;"Cher frère, je reçois à l’instant ta lettre qui me cause une révolution; j’en suis toute tremblante ";Bestürzung über Nachricht von Adolphes Freitod. Diktat dieses Briefs an Constant. Erinnerung an Tod der Minette. Bevorstehende Abreise nach Dyck. Rat an T., Charles nach Hause zu bitten. Bitte um weitere Einzelheiten.;"Théis, Charles Constant de; Théis, Adolphe de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; n/a; n/a";"http://viaf.org/viaf/794527; n/a; n/a; n/a";;;Tod/Trauer;;;Schloss Dyck;;"CdS-b1-0852-0.jpg (CdS/17/119); CdS-b1-0852-1.jpg (CdS/17/120)";CdS/17/119-120. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10832.
6806;CdS-b1-0853;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10833;CdS/17/120-122;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1833-07-30;;Limoges;https://www.geonames.org/2998286;;;Abschrift;vollständig;;5;Chère sœur, malgré le besoin que j'ai de t'écrire après le malheur affreux qui nous a frappés;Einzelheiten zum Freitod seines Sohnes Adolphe. Eine nachträglich erhaltene Korrespondenz des Adolphe mit einer Frau, wo von Seelenvereinigung und gemeinsamem Tod die Rede ist. In der Vergangenheit keine Vorwürfe von T. an seinen Sohn, nur eine 'traurige' Zustimmung [zu einer Hochzeit]. Adolphes Erwähnung der Güte seiner Eltern und Wunsch, die Familie nicht zu entehren. Brief Adolphes an eine Bekannte der Eltern mit der Bitte, diese zu trösten. Die Alarmierung der Garnison kommt zu spät. Lektüre des Briefs vor mehreren Personen durch den Bürgermeister. Einzelheiten zur Familie „Croy“ oder „Croucy“: Prozess wegen Namensmissbrauch. Eine der Töchter ist mit Ts Tochter befreundet, die andere (hässlich, provokant mit Männern etc.) hat Adolphe in den Bann gezogen. Schulden der Familie C. Adolphe ahnte eine düstere Zukunft. Sein letzter Brief an die Schwester der Frau. Ts Bitte an CdS, die Angelegenheit vertraulich zu behandeln aus Angst vor den Brüdern der von Adolphe geliebten Frau. Vier Tage nach dem Unglück erfährt T. von seinem Nachfolger, der ihn als Präfekten ersetzt. Gleichgültigkeit. Dessen schlechte Aufnahme durch die Bevölkerung. Anmietung eines Hauses in Limoges, wo sich Ts Familie von dem Unglück erholen kann. Ende seiner politischen Karriere und Ts Wunsch nach einem ruhigen Lebensabend.;"Théis, Adolphe de; Croy/Croucy, de (Familie)";"n/a; n/a";"n/a; n/a";;;Freundschaft;;;Schloss Dyck;"(https://constance-de-salm.de/archiv/#/document/5988); (https://constance-de-salm.de/archiv/#/document/5990)";"CdS-b1-0853-0.jpg (CdS/17/120); CdS-b1-0853-1.jpg (CdS/17/121); CdS-b1-0853-2.jpg (CdS/17/122)";CdS/17/120-122. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10833.
8074;CdS-b1-0854;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10834;CdS/17/123-124;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS);;;1833-08-03;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;vollständig;;3;Au moment de mon départ, mon cher Général, j’ai appris par une lettre de mon frère ;Freitod ihres Neffen Adolphe. Reise nach Dyck. Wenige Nachrichten von ihrem Bruder. Dessen Amtsenthebung. Ruhe und Zurückgezogenheit in Dyck. Hintergründe des Freitods. Bitte um weitere Informationen. Grüße auch von SRD. PS: Vergebliche Bemühungen des Constant, S.-M. persönlich anzutreffen. Empfehlung eines Monsieur Salmon. [Fortsetzung am 1833-08-04:] Unruhen in Limoges anlässlich der Ankunft des neuen Préfets. Bitte um Schreiben.;"Francq, Constant de; Théis, Charles Constant de; Théis, Adolphe de";"n/a; http://d-nb.info/gnd/117624365; n/a";"n/a; http://viaf.org/viaf/794527; n/a";;;"Tod/Trauer; Ehe/Liebe";;;Schloss Dyck;;"CdS-b1-0854-0.jpg (CdS/17/123); CdS-b1-0854-1.jpg (CdS/17/124)";CdS/17/123-124. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10834.
10634;CdS-b1-0855;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10835;CdS/17/128-130;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1833-08-18;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;vollständig;;4;J’ai reçu ta lettre, cher frère, et quoique je sois un peu incommodée, je ne veux pas tarder ;Dank für Brief. Informationen über Adolphes Tod aus der Zeitung. Religiöse Motive? Familie der Frau, in die Adolphe verliebt gewesen ist. Bestärkung des T., er habe richtig gehandelt. Unverständnis angesichts des Verhaltens des Bürgermeisters, der einen Brief des A. in Anwesenheit mehrerer Personen verlesen hat. Frage nach Gründen für seine Amtsenthebung. Artikel im „Courrier“ über T. und seine Art der Amtsführung. CdS’ Bedenken gegen T.s Übernahme des Amts von Beginn an. Zusicherung einer hohen Rentenzahlung? Bevorstehende Reise nach Paris? Besuch einer Schwägerin in Dyck, deren Ansprüche auf [SRDs?] Erbe. CdS’ Lob ihrer eigenen Bescheidenheit und Ehrlichkeit.;"Théis, Adolphe de; Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"n/a; n/a; n/a; n/a";"n/a; n/a; n/a; n/a";;;"Karriere/-förderung; Wirtschaft/Finanzen; Tod/Trauer";;;Schloss Dyck;;"CdS-b1-0855-0.jpg (CdS/17/128); CdS-b1-0855-1.jpg (CdS/17/129); CdS-b1-0855-2.jpg (CdS/17/130)";CdS/17/128-130. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10835.
5525;CdS-b1-0856;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10836;CdS/17/130-131;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1833-09-07;;Limoges;https://www.geonames.org/2998286;;;Abschrift;vollständig;;3;Chère sœur, j'ai tardé à répondre à ta dernière lettre pour te donner des nouvelles plus sûres de ma famille;Charles Genesung und baldige Abreise nach Paris. Aventure ist momentan unbewohnt. Ts Absicht, diese Saison mit seiner Familie in Paris zu verbringen und dann im Frühling nach Aventure zu reisen und dort seinen Lebensabend zu verbringen. T. hat keine weiteren Einzelheiten zu dem Unglück: eine gefährliche Verbindung, eine tägliche Korrespondenz, vor allem aber Adolphes schlechte Gesundheit. Ts weiteres vorläufiges Verbleiben in Limoges aufgrund der Gesundheit seiner Kinder. Übergabe der Präfektur an den Nachfolger ohne Bedauern. Anteilnahme der Gesellschaft. Ts Maßnahmen für seine Rentenbezüge.;"Théis, Charles Constant de; Théis, Adolphe de";"http://d-nb.info/gnd/117624365; n/a";"http://viaf.org/viaf/794527; n/a";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;"Karriere/-förderung; Tod/Trauer";;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5989);"CdS-b1-0856-0.jpg (CdS/17/130); CdS-b1-0856-1.jpg (CdS/17/131)";CdS/17/130-131. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10836.
6802;CdS-b1-0858;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10838;CdS/17/134-135;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1833-09-15;;Dyck (Schloss), Gde. Jüchen;https://www.geonames.org/2894637;;;Abschrift;vollständig;;3;"J’ai reçu hier ta lettre, cher frère, et je me hâte d’y répondre un mot que tu recevras encore, j’espère, à Limoges; ";Dank für Brief. Bestärkung des T. in seinem Plan, nach Paris zu gehen. CdS’ Ankunft in Paris kurz nach Constant. Vorfreude auf gemeinsame Stunden mit T. Charles’ Krankheit, wohl infolge des Todes seines Bruders. Bitte um Brief von Joséphine. Grüße an T.s Frau. Gründe für Adolphes Freitod. CdS’ Gesundheit, Alterserscheinungen. Ironische Bemerkung über katholische Sitten in Dyck. Nochmalige Bitte um Erklärung der Hintergründe seiner Amtsenthebung. Frage nach Familie der Geliebten des Adolphe und deren Reaktion auf seinen Freitod.;"Théis, Charles Constant de; Théis, Adolphe de; Théis, Anne Marguerite de, geb. de Saint-Mars (Frau des Bruders der CdS); Théis, Joséphine de, verh. Saint-Cricq, gen. Finette";"http://d-nb.info/gnd/117624365; n/a; n/a; n/a";"http://viaf.org/viaf/794527; n/a; n/a; n/a";;;"Alter/Jugend; Karriere/-förderung; Tod/Trauer; Familie/Familienrecht";;;Schloss Dyck;;"CdS-b1-0858-0.jpg (CdS/17/134); CdS-b1-0858-1.jpg (CdS/17/135)";CdS/17/134-135. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10838.
8068;CdS-b1-0859;26.08.2021 10:44;Brief;https://constance-de-salm.de/archiv/#/document/10839;CdS/17/136-137;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;1833-10-30;;Paris;https://www.geonames.org/2988507;;;Abschrift;vollständig;;2;Chère sœur, nous voilà à Paris depuis quelques jours après un séjour à Limoges que plusieurs circonstances ont prolongé.;Ankunft in Paris. Geplanter fünfmonatiger Aufenthalt und danach Abreise der Familie nach Aventure. Wunsch nach einem zurückgezogenen Leben in Paris aufgrund der Trauer [infolge des Todes seines Sohnes Adolphe], die auch CdS kennt. Gestriges Zusammentreffen mit Alexandre. Freude, dass SRD CdS nach Paris begleiten wird. Vorfreude auf ein Wiedersehen mit CdS nach vier Jahren Trennung.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Alexandre de";"http://d-nb.info/gnd/1159074453; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a";Aventure / L'Aventure (Schloss), Gde. Chauny;https://www.geonames.org/3025860;Tod/Trauer;;;Schloss Dyck;(https://constance-de-salm.de/archiv/#/document/5991);"CdS-b1-0859-0.jpg (CdS/17/136); CdS-b1-0859-1.jpg (CdS/17/137)";CdS/17/136-137. In: Die Korrespondenz der Constance de Salm (1767-1845). Inventar des Fonds Salm der Société des Amis du Vieux Toulon et de sa Région und des Bestands Constance de Salm im Archiv Schloss Dyck (Mitgliedsarchiv der Vereinigten Adelsarchive im Rheinland e.V.). Elektronische Edition, DHI Paris 2021. https://constance-de-salm.de/archiv/#/document/10839.
