FuD_Key;Verfasser;Verfasser_GND;Verfasser_VIAF;Empfaenger;Empfaenger_GND;Empfaenger_VIAF;Datierung;Datierung_alt;Ausstellungs_Ort;Ort_long;Ort_lat;Ausstellungsort_Geonames;Vorlage;Vollstaendigkeit;Erlaeuterung_Unvollstaendigkeit;Seiten;Anfang_Brief;Inhalt_Stichpunkte;Weitere_Personen;Weitere_Personen_GND;Weitere_Personen_VIAF;Orte;Orte_Geonames;Schlagwoerter;Editionen;Vermerk;Bestand;Verweise;Digitalisate_Signatur;Hand_Nr;Verfasser_1_Gender;Verfasser_2_Gender;Empfaenger_Gender;URL;Nr;sentiments;Austellungsort_Geonames;Austellungsort_Koordinaten
CdS-b1-077z;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Drais, Pierre (Vertrauensmann der CdS);http://d-nb.info/gnd/1188442287;http://viaf.org/viaf/24156073846353862446;1835-03-17;;Aachen;6.08342;50.77664;;;vollständig;;5;C’est enfin moi, Monsieur, qui veux dicter quelques mots pour vous, et pour soulager mon cœur;"Trauer um Constant. Beerdigung. Drei Briefe, die CdS am Vorabend an D. geschickt hat, um sich abzulenken. Mitteilung der Todesnachricht an ihre Freunde nicht nur durch schriftliche Todesanzeige. Zusammenstellung der zu benachrichtigenden Bekannten ist zu umfangreich. Persönliche Überbringung der Nachricht bei 12 bis 15 der engsten Freunde und Bekannte der CdS, darunter Saint-Mars. Eindringliche Bitte an D., er möge für CdS und SRD nicht den Titel „Altesse“ verwenden wie in seinen Schreiben anlässlich des Todes von Minette. Bitte an D., sich an die Anweisungen dieses Briefs zu halten; nicht an jene aus einem früheren Schreiben. Bitte, CdS die Reaktionen ihrer Freunde zu berichten. Mutmaßungen, dass Jullien und Naigeon von der Nachricht besonders erschüttert sein werden. Für Viennet bitte nur die schriftliche Todesanzeige. Bitte um Besuch bei Sanson de Pongerville. Bitte um genaue Befolgung der Anweisungen. CdS’ Verwirrtheit. Vertrauen in D. Frage an Masselin, was mit Constants Eigentum passiert. Erhalt eines Briefs von ihrem Bruder am Tag nach Constants Tod: wiederum Belanglosigkeiten und der herzlose und „barbarische“ Rat, Constant zur Genesung mit einem Bediensteten nach Nizza oder in die Niederlande zu schicken. SRDs Aufforderung, CdS solle ihrem Bruder nicht mehr schreiben – Todesnachricht über Saint-Mars. Maßlose Enttäuschung der CdS, Vorwurf der Undankbarkeit, Gleichgültigkeit, Hochmut und mangelnder Sensibilität.";"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Naigeon, Céleste; Sanson de Pongerville, Jean-Baptiste; Viennet, Jean-Pons-Guillaume; Francq, Constant de; Jullien de Paris, Marc-Antoine; Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS); Audiffret, Florimond Louis, comte d'; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette";"http://d-nb.info/gnd/1159074453; n/a; n/a; http://d-nb.info/gnd/1157716393; http://d-nb.info/gnd/11741395X; n/a; http://d-nb.info/gnd/118558730; n/a; n/a; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; n/a; http://viaf.org/viaf/275152636064220050966; http://viaf.org/viaf/17320004; n/a; http://viaf.org/viaf/76375537; n/a; n/a; http://viaf.org/viaf/1787159234462903371746; n/a";"Nizza; Niederlande";"https://www.geonames.org/2990440; https://www.geonames.org/2918632";"Tod/Trauer; Familie/Familienrecht";;;Schloss Dyck;;"CdS-b1-077z-0.jpg (CdS/02_6/035); CdS-b1-077z-1.jpg (CdS/02_6/036); CdS-b1-077z-2.jpg (CdS/02_6/037)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9585;CdS/02_6/035-037;neutral;https://www.geonames.org/3247449;50.77664, 6.08342
CdS-b1-0797;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Audiffret, Florimond Louis, comte d';;http://viaf.org/viaf/1787159234462903371746;1835-07-24;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;3;Monsieur Drais m’a écrit, Monsieur, qu’il vous avait rencontré, et que vous étiez étonné et alarmé de mon long silence.;Dank für Brief und Anteilnahme. Bedauern, nicht früher geantwortet zu haben. Erste Wiederaufnahme der Korrespondenzen vor einigen Wochen hat CdS’ Leiden noch verschlimmert, daher neuer Versuch erst jetzt. Ähnliches Erlebnis des Ehepaars A., daher großes Verständnis für CdS‘ Situation. CdS’ Überzeugung, dass kein Verschulden der Ärzte vorliege. Ursachen der Krankheit liegen weit zurück. Constant hatte erste Symptome verschwiegen. Überzeugung der CdS, dass sie sich in ihrem Leben nicht mehr von diesem Schlag erholen werde. Drängen der Freunde, CdS möge nach Paris zurückkehren. Stattdessen CdS’ Rückzug nach Dyck, dort Fürsorge durch SRD und Félix. Reise nach Paris im Oktober. Bitte um Briefe. Krankheit seiner Frau. Dank für Anteilnahme. Versicherung ihrer Freundschaft. PS: Grüße von SRD, der CdS nach Paris begleiten wird.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Cloquet, Jules Germain (Arzt); Audiffret, Madame d'";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/116546271; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/61623369; n/a";;;"Tod/Trauer; Medizin/ Impfung";;;Schloss Dyck;;"CdS-b1-0797-0.jpg (CdS/02_6/085); CdS-b1-0797-1.jpg (CdS/02_6/086)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9629;CdS/02_6/085-086;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-0799;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Laya, Aglaé, in zweiter Ehe Comte;http://d-nb.info/gnd/1157468330;http://viaf.org/viaf/42152636120120051896;1835-07-28;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;2;J’apprends à l’instant par une lettre de Monsieur Drais, Madame et amie, qu’il vient de recevoir pour nous le billet de faire part;Glückwunsch zu Ls Heirat mit Achille Comte. Ausgezeichneter Ruf des Monsieur Comte, sowohl in charakterlicher als auch in wissenschaftlicher Hinsicht. Glückwünsche auch von SRD. Wunsch, die Bekanntschaft ihres neuen Ehemanns zu machen. CdS’ Reise nach Paris im Oktober. Vorhaben, dort sehr zurückgezogen zu leben. Einladung. Neuer Wohnort der L.? Grüße an ihre Familie, auch von SRD.;"Laya, Jean-Louis; Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Comte, Achille";"http://d-nb.info/gnd/116847182; http://d-nb.info/gnd/1159074453; http://d-nb.info/gnd/117696900";"http://viaf.org/viaf/49227876; http://viaf.org/viaf/1847152636116120051820; http://viaf.org/viaf/7434493";;;Ehe/Liebe;;;Schloss Dyck;;"CdS-b1-0799-0.jpg (CdS/02_6/087); CdS-b1-0799-1.jpg (CdS/02_6/088)";main4;Female;Female;Female;https://constance-de-salm.de/archiv/#/document/9631;CdS/02_6/087-088;positif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-078b;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Vanhove, Charlotte, gen. Caroline, verh. Talma, dann verh. comtesse de Châlot;http://d-nb.info/gnd/1159092141;http://viaf.org/viaf/22133647;1835-04-25;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;1;J’ai reçu ces jours-ci votre seconde lettre, ma chère amie, l’affection si sincère que vous me témoignez;Dank für Briefe. Tiefe Trauer um den verstorbenen Constant. Beiliegender zwei Monate alter Brief mit mehr Einzelheiten. Grüße an ihren Mann.;Francq, Constant de;;;;;Tod/Trauer;;;Schloss Dyck;;CdS-b1-078b-0.jpg (CdS/02_6/060);main4;Female;Female;Female;https://constance-de-salm.de/archiv/#/document/9597;CdS/02_6/060;positif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-078e;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Villenave, Mathieu-Guillaume-Thérèse;http://d-nb.info/gnd/117702587;http://viaf.org/viaf/2587165;1835-05-08;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;3;"Depuis que j’ai reçu votre dernière lettre, Monsieur, je me propose chaque jour de vous écrire;";Dank für Brief. Verzweiflung der CdS angesichts des Todes ihres Enkels Constant. Beistand durch SRD und die beiden verbliebenen Enkel. Dank für Anteilnahme des V. und seiner Tochter (Waldor). Tiefe Trauer und Bestürzung der CdS. Constant als ihr Alter Ego. Sorge der CdS um den jüngsten Enkel Félix, den der Tod seines Bruders sehr mitgenommen hat. Unfähigkeit der CdS zu arbeiten, wegen Allgegenwärtigkeit der schmerzlichen Gedanken. Bitte um Brief. Grüße von SRD. Freundschaft.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Waldor, Mélanie, geb. Villenave; Francq, Constant de";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/136882862; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/79037925; n/a";;;Tod/Trauer;;;Schloss Dyck;;"CdS-b1-078e-0.jpg (CdS/02_6/062); CdS-b1-078e-1.jpg (CdS/02_6/063)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9600;CdS/02_6/062-063;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-078q;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Salis, Sophie de, verh. baronne de Triqueti;;;1835-06-16;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;3;Depuis trois mois, mon ancienne amie, j’ai été tellement accablée par la douleur, les regrets, les tristes souvenirs;Tiefe Trauer um Constant seit dessen Tod vor drei Monaten. Zwei furchtbare Schicksalsschläge in CdS’ Leben (Minette, Constant), Verlust der beiden ihr am nächsten stehenden Personen. Dankbarkeit, SRD und zwei weitere Enkel zu haben. Hoffnung, Félix könne Constants Rolle einnehmen. Bemühen, sich nicht ganz der Trauer hinzugeben. S. als CdS’ älteste Freundin. Dank für Briefe der S., auf die CdS noch nicht geantwortet hat. Zufriedenheit der S. mit der Verheiratung ihrer Söhne. Wunsch ihrer Tochter, unverheiratet zu bleiben. Bitte um weitere Nachrichten. CdS derzeit unfähig zu arbeiten, aber fester Entschluss, ihre Arbeit wiederaufzunehmen. Rückkehr nach Paris voraussichtlich im Herbst. PS: Grüße an ihre Nachbarn, Familie Henri Duval.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de; Francq, Agathe Clémence, baronne de, geb. Pipelet, gen. Minette; Duval, Henri";"http://d-nb.info/gnd/1159074453; n/a; n/a; n/a; n/a; http://d-nb.info/gnd/102992886X";"http://viaf.org/viaf/1847152636116120051820; n/a; n/a; n/a; n/a; http://viaf.org/viaf/219445287";;;Tod/Trauer;;;Schloss Dyck;Abschrift: CdS/34/266-268(https://constance-de-salm.de/archiv/#/document/10358);"CdS-b1-078q-0.jpg (CdS/02_6/071); CdS-b1-078q-1.jpg (CdS/02_6/072)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9612;CdS/02_6/071-072;positif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-077s;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS);http://d-nb.info/gnd/120564734;http://viaf.org/viaf/32148970;1835-03-05;;Aachen;6.08342;50.77664;;;vollständig;;2;J’ai reçu, il y a quelques jours, cher frère, la petite lettre où tu me parles enfin de la maladie de Constant.;Dank für Ts kurzen Brief, darin endlich Nachfrage nach Constants Krankheit. Keine Erwähnung der Krankheit in seinem Brief zum Jahreswechsel, auch keine Erwähnung der Auseinandersetzung zwischen CdS und ihm. Kein Brief zwischen Oktober und Ende Dezember. Große Enttäuschung der CdS über ausbleibende Anteilnahme ihres Bruders, der seit Oktober über Constants schlechten Zustand informiert war. Alexandres Besuch bei Familie Théis in Paris. Unverständnis der CdS über offensichtliches Bemühen ihres Bruders, sich in jeder Hinsicht von ihr zu distanzieren. Schwere der Erkrankung des Constants. Schwindendes Vertrauen der CdS in Constants Genesung, auf die sie all ihre Hoffnungen gesetzt hatte. Unterstützung durch ihre Freunde in Aachen und Paris. Leid und Schmerzen der CdS. Erleichterung, diesen Brief an T. geschrieben zu haben.;"Francq, Constant de; Francq, Alexandre de; Théis, Charles Constant de";"n/a; n/a; http://d-nb.info/gnd/117624365";"n/a; n/a; http://viaf.org/viaf/794527";;;"Freundschaft; Tod/Trauer; Gesundheit/Krankheit; Familie/Familienrecht; Medizin/ Impfung";;;Schloss Dyck;;"CdS-b1-077s-0.jpg (CdS/02_6/028); CdS-b1-077s-1.jpg (CdS/02_6/029)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9578;CdS/02_6/028-029;négatif;https://www.geonames.org/3247449;50.77664, 6.08342
CdS-b1-078v;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Saint-Mars, général vicomte de (Bruder der Schwägerin der CdS);;;1835-06-23;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;2;"J’ai reçu il y a peu de jours votre lettre, mon très cher Général; et, quoique je sois encore plus accablée et souffrante";"Dank für Brief. Glückwunsch auch im Namen SRDs zur Heirat seiner Tochter. Unsicherheit der CdS bezüglich des genauen Alters der Tochter. Annahme, sie werde nach der Heirat die Eltern verlassen und im Schloss ihres Mannes leben. Tiefe Trauer der CdS um den verstorbenen Constant. Rückkehr nach Paris nicht vor Ende Herbst. Klage über fehlende Anteilnahme ihres Bruders und seiner Familie. Sorge, es könne etwas passiert sein, daher Brief an ihren Bruder. Gleichgültigkeit der Familie Théis gegenüber Constants Schicksal von Anbeginn seiner Krankheit an und über seinen Tod hinaus. Bitte um Diskretion. Grüße auch von SRD. PS: Dankbarkeit für alles, was S.-M. für Alexandre tut. Schwache Gesundheit des Félix seit Tod des Bruders; allmähliche Besserung.";"Francq, Félix, baron de; Théis, Alexandre Étienne Guillaume, baron de (Bruder der CdS); Francq, Constant de; Francq, Alexandre de; Saint-Mars, Mademoiselle de (Tochter des Generals)";"n/a; http://d-nb.info/gnd/120564734; n/a; n/a; n/a";"n/a; http://viaf.org/viaf/32148970; n/a; n/a; n/a";;;"Tod/Trauer; Ehe/Liebe; Familie/Familienrecht";;;Schloss Dyck;;"CdS-b1-078v-0.jpg (CdS/02_6/074); CdS-b1-078v-1.jpg (CdS/02_6/075)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9617;CdS/02_6/074-075;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-0792;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Berville, Saint-Albin;http://d-nb.info/gnd/123728851;http://viaf.org/viaf/46869684;1835-07-05;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;3;"Je ne sais, Monsieur, ce que vous aurez pensé de mon long silence; je me le suis reproché bien souvent";Bedauern, nicht früher geschrieben zu haben. Unfähigkeit aufgrund der Trauer um Constant. Erste Wiederaufnahme der Korrespondenzen hat Schmerz nicht gelindert, sondern neu aufleben lassen. Zweiter Versuch. Dank für Brief und Anteilnahme. Charakter des Constant, seine vorzeitige Reife, sein außerordentlicher Lerneifer. Vorerst keine Rückkehr nach Paris, trotz des Drängens der Freunde. Trauern im Kreis der Familie in Dyck. Reise nach Paris Ende Oktober, in Begleitung SRDs. Grüße von SRD. PS: Bs Lesung einer an CdS gerichteten Épître in der Société philotechnique im November. Bitte um Nachrichten.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Francq, Constant de; Francq, Alexandre de";"http://d-nb.info/gnd/1159074453; n/a; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; n/a; n/a";;;"Gelehrte Gesellschaft; Tod/Trauer";;;Schloss Dyck;;"CdS-b1-0792-0.jpg (CdS/02_6/080); CdS-b1-0792-1.jpg (CdS/02_6/081)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9624;CdS/02_6/080-081;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-078j;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Naigeon, Céleste;;;1835-05-27;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;2;La perte irréparable que j’ai faite m’a tellement désolée, ma chère amie, que depuis deux mois il m’a été impossible de vous écrire;Unterbrechung der Korrespondenzen wegen Trauer um Constant. Dank für Anteilnahme. Einzelheiten zu den Todesumständen von Drais erfahren. Tod kam für CdS unerwartet. Trauer in Dyck, als Ort dafür geeigneter als Paris. Beistand durch SRD. Besserung der Gesundheit des Félix, den der Tod seines Bruders sehr mitgenommen hat. Freundschaft zwischen CdS und Familie Naigeon. Bitte um Nachrichten von gemeinsamen Bekannten. Grüße von SRD.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Ramey, Etienne-Jules; Francq, Constant de; Drais, Pierre (Vertrauensmann der CdS); David, Madame; David, Monsieur; Olivier, Monsieur";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/117686441; n/a; http://d-nb.info/gnd/1188442287; n/a; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/25386238; n/a; http://viaf.org/viaf/24156073846353862446; n/a; n/a; n/a";;;"Freundschaft; Tod/Trauer";;;Schloss Dyck;;"CdS-b1-078j-0.jpg (CdS/02_6/066); CdS-b1-078j-1.jpg (CdS/02_6/067)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9605;CdS/02_6/066-067;positif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-0786;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Hompesch, Thérèse-Angélique, Gräfin von, geb. von Aarschot-Schoonhoven;;;1835-04-06;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;3;"Au moment où j’ai quitté Aix, il y a 4 jours, ma bien chère amie, on m’a assurée que votre santé commençait à se rétablir;";Gesundheit der H. Bitte um Nachrichten. CdS in Dyck im Kreis ihrer Familie. Trauer um den verstorbenen Constant. CdS‘ Hoffnung auf Genesung bis zuletzt. Verzweiflung. Dank für Hs tröstlichen Brief. H. als CdS’ einzige und älteste Freundin. Bitte um einen weiteren Brief. Aufenthalt der beiden verbliebenen Enkel in Dyck. Kein Ersatz für Constant, den CdS als ihr Alter Ego betrachtet hat. Tod der Madame de Locquenghien. Besuch der CdS bei Locquenghien kurz vor deren Tod. Locquenghiens Dankbarkeit gegenüber der CdS. PS: Grüße an ihre Familie.;"Francq, Félix, baron de; Locquenghien, Judith Anna Maria von, geb. von Dorth; Francq, Constant de; Francq, Alexandre de";"n/a; n/a; n/a; n/a";"n/a; n/a; n/a; n/a";;;Tod/Trauer;;;Schloss Dyck;;"CdS-b1-0786-0.jpg (CdS/02_6/053); CdS-b1-0786-1.jpg (CdS/02_6/054)";main4;Female;Female;Female;https://constance-de-salm.de/archiv/#/document/9592;CdS/02_6/053-054;positif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-079l;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Francq, Alexandre de;;;1835-09-06;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;4;"Il y a déjà quelque temps que j’ai reçu ta lettre, mon cher Alexandre;";Verspätete Antwort auf seinen Brief. Ablehnende Haltung der CdS gegenüber A.s Wunsch, seine Volljährigkeit vorzuziehen. Beiliegend ein Brief von Sartorius, in dem die für diese Maßnahmen notwendigen Schritte erläutert werden. Notwendige Mithilfe des Gegenvormunds Saint-Mars. Monatliche Zahlungen an A. Sorgen der CdS, A. gebe unnötig viel Geld aus. CdS‘ Rückkehr nach Paris im Oktober. Bitte, ihr offen zu sagen, ob er Schulden gemacht hat. Möglichkeit, eine einmalige Zahlung vom Familienrat bewilligen zu lassen. Bitte, ihr aus Rücksicht auf ihr Alter und ihre Gesundheit Sorgen zu ersparen. Angebot ihrer Hilfe. Dank für Brief zu SRDs Geburtstag. Ankündigung eines Briefs des Félix an A. PS: CdS’ Memoiren. Masselins Reise nach Saumur. Zahlungen an Saint-Cyr und weitere anstehende Ausgaben.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Masselin, Monsieur (homme d'affaires der CdS ab circa 1819 bis mindestens 1829); Sartorius, Franz Joseph (Bürgermeister von Bedburdyck)";"http://d-nb.info/gnd/1159074453; n/a; n/a; http://d-nb.info/gnd/1017479658";"http://viaf.org/viaf/1847152636116120051820; n/a; n/a; http://viaf.org/viaf/214940788";"Saint-Cyr; Saumur";"n/a; https://www.geonames.org/2975758";"Wirtschaft/Finanzen; Familie/Familienrecht";;;Schloss Dyck;;"CdS-b1-079l-0.jpg (CdS/02_6/100); CdS-b1-079l-1.jpg (CdS/02_6/101); CdS-b1-079l-2.jpg (CdS/02_6/102)";main4;Female;Female;Male;https://constance-de-salm.de/archiv/#/document/9643;CdS/02_6/100-102;négatif;https://www.geonames.org/2894637;51.1, 6.5
CdS-b1-079q;Salm, Constance de (CdS);http://d-nb.info/gnd/116765968;https://viaf.org/viaf/121051;Ladoucette, Jean Charles François, baron de;http://d-nb.info/gnd/116643919;http://viaf.org/viaf/89245444;1835-10-10;;Dyck (Schloss), Gde. Jüchen;6.5;51.1;;;vollständig;;4;"Depuis bien longtemps, Monsieur le baron, je me propose de répondre aux deux bonnes lettres que j’ai reçues de vous;";Dank für zwei Briefe. Zahlreiche Besucher in Dyck während der vergangenen Wochen. Bevorstehende Reise nach Paris, ohne Zwischenhalt in Viels-Maisons. Dank für Ls  Einladung. Bitte, CdS’ Ankunft in Paris den gemeinsamen Bekannten anzukündigen. Bitte, auch Monsieur Depping zu informieren und ihm den beiliegenden Brief weiterzuleiten. SRD wahrscheinlich nicht mit nach Paris. Kann L. den Gefallen nicht erweisen, hat Ls  Bitte an Major Bavier weitergeleitet. Diesbezügliche Anfrage nach Aachen, weitere Informationen in einem Brief, den L von Jullien erhalten wird. Julliens Besuch in Dyck. Kongress in Douai. Politisches Geschehen. Kandidatur des L. Grüße auch von SRD. PS: Besserung des Gesundheitszustandes des Félix. Alexandre erhält neuerdings Gehaltszahlungen.;"Salm-Reifferscheidt-Dyck, Joseph Fürst und Altgraf zu (SRD); Francq, Félix, baron de; Depping, Georges-Bernard; Jullien de Paris, Marc-Antoine; Francq, Alexandre de; Bavier, Major de";"http://d-nb.info/gnd/1159074453; n/a; http://d-nb.info/gnd/116073934; http://d-nb.info/gnd/118558730; n/a; n/a";"http://viaf.org/viaf/1847152636116120051820; n/a; http://viaf.org/viaf/46759873; http://viaf.org/viaf/76375537; n/a; n/a";"Aachen; Douai";"https://www.geonames.org/3247449; https://www.geonames.org/3021000";Gesellschaftliches Leben;;;Schloss Dyck;;"CdS-b1-079q-0.jpg (CdS/02_6/106); CdS-b1-079q-1.jpg (CdS/02_6/107)";main4;Female;Female;Female;https://constance-de-salm.de/archiv/#/document/9648;CdS/02_6/106-107;positif;https://www.geonames.org/2894637;51.1, 6.5
